Reported Issue #,Workorder #,Current Status,Open Date-Time,Resolved Date,Days Open,Report Source,Issue Type,Issue Sub-Type,Department Work Group,Incident Address,Latitude,Longitude,Lat-Long,Additional Questions,Last Updated
1469962,,new,04/13/2023 11:44:00 AM,,3,WEB RAI,Administration or Questions,Health,311 Research,,,,,"{""Previous case number, if applicable"":"""",""Address or location, if applicable"":""10333 N Arrowhead Trfy""}",04/13/2023 09:15:17 PM
797175,,resolved,10/01/2021 09:15:00 AM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""83016"",""Vehicle Description"":""Big blue truck"",""Location"":""Stadium Drive and Manchester"",""Date and time of incident"":""10-01-2021 09:00 AM""}",05/02/2022 01:48:00 PM
929644,,resolved,02/10/2022 02:54:00 PM,02/10/2022 12:00:00 AM,-0.62,Android,311 Request Update,,311 Research,,,,,"[{""caption"":""What is your request number?"",""type"":3,""sort_order"":1,""enterdValue"":""""},{""caption"":""If you do not have your request number, please provide us the location reported."",""type"":3,""sort_order"":2,""enterdValue"":""6224 paseo""},{""caption"":""How would you like us to contact you?"",""type"":4,""sort_order"":3,""enterdValue"":""Email""},{""caption"":""Please provide us the contact information for your preferred method."",""type"":3,""sort_order"":4,""enterdValue"":""Text 9177765074""}]",02/10/2022 09:18:23 PM
1181429,,resolved,08/30/2022 09:07:00 AM,10/05/2022 12:00:00 AM,35,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""Broadway and W 4th St""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Karen Best""|""Contact mailing address and phone number"":""5522 N Fairmount Ave     816-591-9855""|""When did the injury or damage occur?"":""08-30-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2018 Kia Sorento""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
980644,,new,03/28/2022 02:49:00 PM,,2,Android,Administration or Questions,Public Works,311 Research,,,,,,03/28/2022 08:02:47 PM
920286,,new,02/01/2022 04:11:00 PM,,26.31,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""5706 NE 50th St""}",02/01/2022 10:29:53 PM
785827,,resolved,09/22/2021 03:34:00 AM,09/22/2021 12:00:00 AM,-1,Android,311 Request Update,,311 Research,,,,,"{""How would you like us to contact you?"":""Phone Call"",""What is your request number?"":"""",""Please provide us the contact information for your preferred method."":""9137421534"",""If you do not have your request number, please provide us the location reported."":""""}",09/22/2021 01:23:36 PM
1181254,,resolved,08/30/2022 07:24:00 AM,10/05/2022 12:00:00 AM,35,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""Cookingham  Drive  and 120th and  N Wayne Ave""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Brittany Tolbert""|""Contact mailing address and phone number"":""207 NW 113th Ter KCMO 64155  phone: 816-462-2178""|""When did the injury or damage occur?"":""08-29-2022""|""If claim is for vehicle damage| please list make| model| and year"":""Make : Chevy Ford F-150| White  Year: 2020""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
902300,,new,01/14/2022 01:22:00 PM,,16,Phone Answered,Administration or Questions,City Facilities,311 Research,,,,,,01/14/2022 08:19:13 PM
967239,,resolved,03/17/2022 10:36:00 AM,03/17/2022 12:00:00 AM,0,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,03/17/2022 04:40:42 PM
893185,,resolved,01/06/2022 05:54:00 PM,01/07/2022 12:00:00 AM,1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""892037"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""richard.sayles@gmail.com""}",01/07/2022 12:59:56 PM
887210,,resolved,01/02/2022 12:28:00 PM,02/16/2022 12:00:00 AM,44.48,Android,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""NW 79th St and NW Milrey Dr""}",02/16/2022 06:50:14 PM
911414,,resolved,01/24/2022 10:48:00 AM,01/24/2022 12:00:00 AM,0,Phone Answered,Municipal Court,Questions or Other,Municipal Court,,,,,"{""Ticket numbers, if they know"":""111013393""}",01/24/2022 08:39:16 PM
823669,,new,10/26/2021 02:13:00 PM,,5,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection if applicable to the report."":""1803 Dr. Martin Luther King Jr. Blvd, Intersection of Dr. Martin Luther King Jr. Blvd and Woodland Ave.""}",10/26/2021 08:20:21 PM
953369,,new,03/04/2022 03:40:00 PM,,2,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Other"",""Please provide location information if needed for this report"":""1515 E 59th St""}",03/04/2022 10:03:34 PM
837724,,resolved,11/08/2021 10:17:00 PM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""8551"",""Vehicle Description"":""WHITE TRUCK"",""Location"":""4800 E 63RD ST"",""Date and time of incident"":""11-08-2021 10:18 PM""}",05/02/2022 01:55:00 PM
875453,,resolved,12/17/2021 02:32:00 PM,12/22/2021 12:00:00 AM,5,Phone Answered,Municipal Court,Questions or Other,Municipal Court,,,,,"{""Ticket numbers, if they know"":""200196597-5 G00163539-2""}",12/22/2021 10:43:08 PM
937133,,resolved,02/17/2022 11:42:00 AM,02/17/2022 12:00:00 AM,-0.49,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""3848 Windsor Rd""}",02/17/2022 07:23:14 PM
1180605,,resolved,08/29/2022 03:26:00 PM,09/07/2022 12:00:00 AM,8,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""645833319""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Phone Call""|""Please provide us the contact information for your preferred method."":""816-590-9313""}""",05/05/2023 08:42:09 AM
783014,,resolved,09/20/2021 09:30:00 AM,09/20/2021 12:00:00 AM,-1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""777228"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Phone Call"",""Please provide us the contact information for your preferred method."":""8168765385""}",09/20/2021 09:00:33 PM
965431,,resolved,03/16/2022 08:02:00 AM,03/16/2022 12:00:00 AM,0,Phone Answered,Administration or Questions,City Planning and Development,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection information if applicable to this report."":""10600 Raytown Rd""}",03/16/2022 02:07:56 PM
795366,,resolved,09/29/2021 04:35:00 PM,10/11/2021 12:00:00 AM,11.31,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""12321 N Virginia Ave""}",10/11/2021 05:23:20 PM
937007,,resolved,02/17/2022 10:36:00 AM,02/18/2022 12:00:00 AM,0.56,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Compliment"",""Is there a specific location?"":""7918 N Central""}",02/18/2022 07:10:13 PM
898026,,resolved,01/11/2022 11:17:00 AM,03/23/2022 12:00:00 AM,71,Phone Answered,Administration or Questions,Parks and Recreations,311 Research,,,,,,03/23/2022 07:49:28 PM
919786,,resolved,02/01/2022 10:32:00 AM,02/04/2022 12:00:00 AM,2.56,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Compliment"",""Please provide the address or intersection if applicable to the report."":""8300 N Colorado Ave.  KCMO 64119""}",02/04/2022 09:52:27 PM
819936,,resolved,10/22/2021 01:03:00 PM,10/28/2021 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Other"",""Please provide location information if needed for this report"":""3719 E 105th Ter""}",10/28/2021 02:44:54 PM
1179653,,resolved,08/29/2022 08:47:00 AM,10/05/2022 12:00:00 AM,36,CMS RAI,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""5928 Brooklyn Ave Kansas City MO 64130""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Edwenia Deloney""|""Contact mailing address and phone number"":""5928 Brooklyn Ave Kansas City MO 64130 8168981795""|""When did the injury or damage occur?"":""08-28-2022""|""If claim is for vehicle damage| please list make| model| and year"":""""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
847350,,resolved,11/18/2021 12:50:00 PM,11/18/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""5208 E 41ST ST.  KCMO 64130""}",11/18/2021 09:13:44 PM
684860,,resolved,07/02/2021 09:31:00 AM,07/15/2021 12:00:00 AM,12,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""5007 Breckenridge Ave""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Rhonda Cain""|""Contact mailing address and phone number"":""5007 Breckenridge Ave - 816-560-7053""|""When did the injury or damage occur?"":""06-30-2021""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""Yes""|""If yes| what is the name of the department| division| or staff person?"":""Public Works| WO 125724""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
969062,,resolved,03/18/2022 02:54:00 AM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""21002"",""Vehicle Description"":""Blue KC Water van"",""Location"":""2601 Dr. Martin Luther King Jr. Blvd - heading north on Prospect"",""Date and time of incident"":""03-18-2022 02:50 PM""}",05/02/2022 02:02:00 PM
794733,,new,09/29/2021 10:50:00 AM,,5,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection if applicable to the report."":""6744 N Madison Ave""}",09/29/2021 04:11:51 PM
684810,,resolved,07/02/2021 09:01:00 AM,10/10/2022 12:00:00 AM,464,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to the report."":""4616 Liberty St""}""",05/05/2023 08:42:09 AM
903283,,resolved,01/16/2022 12:40:00 PM,02/16/2022 12:00:00 AM,30.47,Android,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""Brentwood Subdivision - N Lane Dr at N Farley, 64157""}",02/16/2022 06:50:14 PM
684697,,resolved,07/02/2021 07:29:00 AM,12/02/2021 12:00:00 AM,152,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""""}""",05/05/2023 08:42:09 AM
805542,,resolved,10/08/2021 02:39:00 PM,10/20/2021 12:00:00 AM,11.39,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""400 e 106th ter.  KCMO 64131""}",10/20/2021 01:18:20 PM
921421,,new,02/02/2022 04:31:00 PM,,25.29,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""2104 NE 78th St""}",02/02/2022 10:34:04 PM
873158,,new,12/15/2021 06:08:00 PM,,19,WEB RAI,Administration or Questions,Public Works,311 Research,,,,,,12/16/2021 01:30:14 PM
684054,,resolved,07/01/2021 02:58:00 AM,07/15/2021 12:00:00 AM,13,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""""|""Is this for an individual or a business?"":""Individiual""|""Contact name"":""Crandall""|""Contact mailing address and phone number"":""4245 E 53rd St 816-853-2430""|""When did the injury or damage occur?"":""06-01-2021""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""storm water sewer""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
907872,,resolved,01/20/2022 11:45:00 AM,02/16/2022 12:00:00 AM,26.51,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""46th and cleveland""}",02/16/2022 06:50:14 PM
848977,,resolved,11/19/2021 05:58:00 PM,,,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""n\/a"",""Vehicle Description"":""KC Water Truck-Blue"",""Location"":""Intersection of 33rd and Kensington"",""Date and time of incident"":""11-19-2021 05:45 PM""}",05/02/2022 01:56:00 PM
683857,,resolved,07/01/2021 01:13:00 AM,07/01/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""1225 Genessee St""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Jerome renners""|""Contact mailing address and phone number"":""10247 Russell St Overland Park 66212  (917)-642-7271""|""When did the injury or damage occur?"":""06-06-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2014 Honda Odyssey Mini van""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
867879,,canceled,12/10/2021 09:28:00 AM,12/10/2021 12:00:00 AM,-0.39,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide location information if needed for this report"":""310 E 81st St K.C. Mo""}",02/09/2022 04:45:44 PM
934146,,resolved,02/15/2022 09:43:00 AM,02/15/2022 12:00:00 AM,-0.4,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""6540 Sni-A-Bar Rd""}",02/15/2022 05:14:22 PM
683505,,resolved,07/01/2021 11:11:00 AM,09/20/2021 12:00:00 AM,80,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""1510 E Linwood Blvd""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Glenda Garner""|""Contact mailing address and phone number"":""3538 Park Ave. (816) 349-7480""|""When did the injury or damage occur?"":""06-23-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2017 Kia Rio""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
938154,,resolved,02/18/2022 11:04:00 AM,02/18/2022 12:00:00 AM,-0.46,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""5500 N Oak Trfy""}",02/18/2022 07:10:13 PM
976860,,resolved,03/24/2022 03:12:00 AM,04/29/2022 12:00:00 AM,36,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,04/29/2022 07:34:14 PM
871330,,new,12/14/2021 10:36:00 AM,,21,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""""}",12/14/2021 05:18:47 PM
918926,,new,01/31/2022 04:10:00 PM,,27.31,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Compliment"",""Is there a specific location?"":""10919 Troost Ave""}",01/31/2022 10:13:41 PM
979837,,new,03/28/2022 09:11:00 AM,,2,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,03/28/2022 02:15:57 PM
904239,,resolved,01/17/2022 04:48:00 PM,02/16/2022 12:00:00 AM,29.3,Android,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""1030 W 66th Ter""}",02/16/2022 06:50:14 PM
970605,,resolved,03/20/2022 08:29:00 PM,03/21/2022 12:00:00 AM,1,Android,311 Request Update,,311 Research,,,,,"[{""caption"":""What is your request number?"",""type"":3,""sort_order"":1,""enterdValue"":""""},{""caption"":""If you do not have your request number, please provide us the location reported."",""type"":3,""sort_order"":2,""enterdValue"":""95th and Banister\n""},{""caption"":""How would you like us to contact you?"",""type"":4,""sort_order"":3,""enterdValue"":""Phone Call""},{""caption"":""Please provide us the contact information for your preferred method."",""type"":3,""sort_order"":4,""enterdValue"":""816-793-4056""}]",03/21/2022 12:16:22 PM
936015,,new,02/16/2022 12:15:00 PM,,4.89,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,02/16/2022 06:58:53 PM
993851,,resolved,04/07/2022 09:24:00 AM,04/07/2022 12:00:00 AM,0,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,04/07/2022 07:07:56 PM
980465,,new,03/28/2022 01:27:00 AM,,2,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,03/28/2022 06:29:08 PM
682347,,resolved,06/30/2021 02:45:00 AM,01/13/2022 12:00:00 AM,196,In-person,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to this report."":""""}""",05/05/2023 08:42:09 AM
921290,,new,02/02/2022 01:46:00 PM,,25.41,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""11242 Bales""}",02/02/2022 09:11:03 PM
925614,,resolved,02/07/2022 04:14:00 PM,02/08/2022 12:00:00 AM,0.32,Android,311 Request Update,,311 Research,,,,,"[{""caption"":""What is your request number?"",""type"":3,""sort_order"":1,""enterdValue"":""#151362""},{""caption"":""If you do not have your request number, please provide us the location reported."",""type"":3,""sort_order"":2,""enterdValue"":""""},{""caption"":""How would you like us to contact you?"",""type"":4,""sort_order"":3,""enterdValue"":""Phone Call""},{""caption"":""Please provide us the contact information for your preferred method."",""type"":3,""sort_order"":4,""enterdValue"":""8167979934""}]",02/08/2022 01:52:33 PM
682236,,resolved,06/30/2021 01:57:00 AM,07/01/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""303 Paseo""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Larenz Grady""|""Contact mailing address and phone number"":""303 Paseo KCMO 64106 (913) 206-4807""|""When did the injury or damage occur?"":""06-29-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2009 Chevy Impala SS""|""Have you had any communication with anyone from the City about the damage?"":""Yes""|""If yes| what is the name of the department| division| or staff person?"":""Parks and Rec Removal Guy""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""N\/A""}""",05/05/2023 08:42:09 AM
921723,,resolved,02/03/2022 08:02:00 AM,02/04/2022 12:00:00 AM,0.67,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""5009 NE 63rd Ter""}",02/04/2022 02:38:51 PM
936191,,resolved,02/16/2022 02:07:00 PM,02/16/2022 12:00:00 AM,-0.59,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""General Question"",""Is there a specific location?"":""4147 Monroe Ave""}",02/16/2022 10:08:41 PM
681872,,resolved,06/30/2021 10:49:00 AM,09/20/2021 12:00:00 AM,81,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""6300 Prospect Ave""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Patricia Dockery""|""Contact mailing address and phone number"":""4131 Olive St""|""When did the injury or damage occur?"":""06-18-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2006 Nissan Altima""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
681841,,resolved,06/30/2021 11:24:00 AM,10/10/2022 12:00:00 AM,466,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,,05/05/2023 08:42:09 AM
974946,,resolved,03/23/2022 01:07:00 AM,03/23/2022 12:00:00 AM,0,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""8105 N Summit St""}",03/23/2022 07:32:47 PM
681724,,resolved,06/30/2021 09:58:00 AM,05/04/2022 12:00:00 AM,307,CMS RAI,Administration or Questions,Elected Officials - City Council,311 Research,,,,,"{Type"":""Feedback""|""Official"":""Council District 5""}""",05/05/2023 08:42:09 AM
681684,,resolved,06/30/2021 10:30:00 AM,07/27/2021 12:00:00 AM,26,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""6912 Bellefontaine Ave""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Armeta Floyd""|""Contact mailing address and phone number"":""6912 Bellefontaine Ave KCMO 64132 (816) 778-3676""|""When did the injury or damage occur?"":""06-30-2021""|""If claim is for vehicle damage| please list make| model| and year"":""N\/A""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""N\/A""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""N\/A""}""",05/05/2023 08:42:09 AM
681671,,resolved,06/30/2021 10:21:00 AM,07/01/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""805 E 100th Ter""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Kim Thomas""|""Contact mailing address and phone number"":""805 E 100th Ter  (816)-517-1754""|""When did the injury or damage occur?"":""06-30-2021""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""Yes""|""If yes| what is the name of the department| division| or staff person?"":""311 call center""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
681488,,resolved,06/30/2021 09:18:00 AM,07/01/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""42nd & Highland""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Roosevelt Franklin""|""Contact mailing address and phone number"":""1608 E 42nd Street KCMO 64110 816-456-8200""|""When did the injury or damage occur?"":""06-30-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2010 Dodge Challenger""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
681390,,resolved,06/30/2021 08:32:00 AM,06/30/2021 12:00:00 AM,-1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""405 NW Sagamore Ln""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Marilyn McConnell-Conway""|""Contact mailing address and phone number"":""405 NW Sagamore Ln KCMO 64116 (816) 454-5148""|""When did the injury or damage occur?"":""06-29-2021""|""If claim is for vehicle damage| please list make| model| and year"":""N\/A""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""N\/A""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""N\/A""}""",05/05/2023 08:42:09 AM
982295,,new,03/29/2022 03:39:00 AM,,1,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection if applicable to the report."":""WO# 159009\/157841""}",03/29/2022 08:42:23 PM
922281,,new,02/03/2022 01:11:00 PM,,24.43,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""908 NW 110th St""}",02/03/2022 07:30:52 PM
781394,,resolved,09/17/2021 01:26:00 PM,01/31/2022 12:00:00 AM,136,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,01/31/2022 03:08:24 PM
984676,,resolved,03/31/2022 08:56:00 AM,03/31/2022 12:00:00 AM,0,Phone Answered,Administration or Questions,PIAC,311 Research,,,,,"{""Do we need to mail the form?"":""Yes"",""If yes, what is the mailing address?"":""306 Belmont Blvd Kansas City MO 64123"",""If no, what is the issue and\/or PIAC number?"":""""}",03/31/2022 02:21:25 PM
887542,,resolved,01/03/2022 06:30:00 AM,02/16/2022 12:00:00 AM,43.73,Android,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""General Question,Other Concern"",""Is there a specific location?"":""No plows or salt on 1913 nw 62nd terr kcmo 64151 street""}",02/16/2022 06:50:14 PM
816058,,resolved,10/19/2021 12:11:00 PM,10/20/2021 12:00:00 AM,0.49,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""1900 E 80TH ST KCMO 64132""}",10/20/2021 08:18:50 PM
680751,,resolved,06/29/2021 04:23:00 AM,07/15/2021 12:00:00 AM,15,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""318 Westport Rd""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Jarsim Mohamed""|""Contact mailing address and phone number"":""341 Benton Blvd. 312-838-0575""|""When did the injury or damage occur?"":""06-25-2021""|""If claim is for vehicle damage| please list make| model| and year"":""2018 Lexus I 250""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
921688,,resolved,02/03/2022 07:38:00 AM,02/04/2022 12:00:00 AM,0.68,Android,Snow,Snow Concern,PW Snow,,,,,"[{""caption"":""Type of Concern"",""type"":4,""sort_order"":1,""enterdValue"":""General Question,Feedback,Other Concern""},{""caption"":""Is there a specific location?"",""type"":3,""sort_order"":2,""enterdValue"":""Please see notes.""}]",02/04/2022 02:54:42 PM
680540,,resolved,06/29/2021 02:53:00 AM,08/25/2021 12:00:00 AM,56,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to this report."":""914 E 84th Ter""}""",05/05/2023 08:42:09 AM
937598,,resolved,02/17/2022 04:00:00 PM,02/18/2022 12:00:00 AM,0.33,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""6924 NE 55th St""}",02/18/2022 07:10:13 PM
899704,,resolved,01/12/2022 12:50:00 PM,02/16/2022 12:00:00 AM,34.47,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""""}",02/16/2022 06:50:14 PM
